country,designation,points,price,price_GBP
Argentina,,83,9.0,10.799999999999999
Australia,,83,8.0,9.6
US,Riviera,83,19.0,22.8
France,Le Chat Rouge,83,11.0,13.2
Spain,Roble,83,14.0,16.8
US,El Nino Vino,83,20.0,24.0
US,Odyssey,83,34.0,40.8
Spain,Reserva Privada,85,80.0,96.0
Portugal,Miranda,85,10.0,12.0
Portugal,Tamarez,85,13.0,15.6
Portugal,Duas Quintas Branco,85,12.0,14.399999999999999
Italy,Gattera,85,,
Portugal,,85,17.0,20.4
Italy,Don Giovanni,85,17.0,20.4
Argentina,Barrica 29,85,10.0,12.0
US,Larson Vineyard,85,30.0,36.0
France,,85,12.0,14.399999999999999
France,Extra Brut Rosé,85,32.0,38.4
France,,85,16.0,19.2
Argentina,Altas Cumbres,85,13.0,15.6
US,,85,12.0,14.399999999999999
Spain,Señor da Folla Verde Condado do Tea,85,27.0,32.4
US,,85,10.0,12.0
Portugal,,85,8.0,9.6
US,,85,15.0,18.0
US,,85,17.0,20.4
Portugal,Bátoreus,85,13.0,15.6
US,Proprietary,85,24.0,28.799999999999997
Argentina,Reserve,85,13.0,15.6
US,,85,23.0,27.599999999999998
Portugal,Monta da Baía Branco,85,12.0,14.399999999999999
Italy,,85,12.0,14.399999999999999
Spain,,85,20.0,24.0
Australia,Reserve,85,13.0,15.6
Spain,Almodí Petit,85,14.0,16.8
US,Vineyard Selection,85,12.0,14.399999999999999
France,Bélingard,85,12.0,14.399999999999999
US,,86,20.0,24.0
Spain,Finca Rableros,86,15.0,18.0
France,,86,,
South Africa,,86,20.0,24.0
Spain,Milesimé Brut Reserva,86,24.0,28.799999999999997
US,Reserve,86,28.0,33.6
US,Estate Grown,86,35.0,42.0
US,Wildwood Vineyard,86,27.0,32.4
US,Limited Production,86,20.0,24.0
US,Silhouette,86,65.0,78.0
Spain,Sangre de Toro,86,12.0,14.399999999999999
Spain,Sangre de Toro Viña Sol,86,12.0,14.399999999999999
US,Reserve,86,28.0,33.6
US,Ritchie Vineyard Requiem,86,35.0,42.0
US,,86,18.0,21.599999999999998
US,,86,10.0,12.0
Spain,Abadía de Gomariz,86,35.0,42.0
US,,86,38.0,45.6
US,,86,11.0,13.2
US,The Catalyst,86,15.0,18.0
South Africa,,86,15.0,18.0
Italy,,86,,
South Africa,,88,17.0,20.4
US,Old Vine,88,35.0,42.0
Germany,Buntsandstein Weisser Burgunder Spätlese Trocken,88,33.0,39.6
Italy,,88,,
Australia,,88,20.0,24.0
Germany,Kabinett,88,20.0,24.0
Italy,,88,,
South Africa,,88,14.0,16.8
Italy,,88,,
Italy,,88,,
US,,88,60.0,72.0
Italy,Ugolforte,88,65.0,78.0
South Africa,Sutherland,88,20.0,24.0
Germany,Trocken,88,12.0,14.399999999999999
South Africa,Old Bush Vines,88,21.0,25.2
US,Summit Reserve,88,10.0,12.0
US,,88,26.0,31.2
Germany,Forster Mariengarten Kabinett,88,20.0,24.0
Italy,,88,45.0,54.0
South Africa,Gamekeeper's Reserve,88,16.0,19.2
South Africa,,87,13.0,15.6
South Africa,Beyond,87,12.0,14.399999999999999
South Africa,,87,29.0,34.8
France,,87,17.0,20.4
Italy,Vigna del Paradiso Extra Dry,86,21.0,25.2
US,Blair Vineyard,86,48.0,57.599999999999994
Spain,Brut Reserva,86,10.0,12.0
US,Dutton Ranch,86,39.0,46.8
US,Chiaretto,86,18.0,21.599999999999998
US,Maggie's Reserve,86,45.0,54.0
US,,86,28.0,33.6
US,Westwind,86,24.0,28.799999999999997
Spain,Extra Dry,86,10.0,12.0
US,Lillie,86,25.0,30.0
Italy,Brut,86,16.0,19.2
US,,86,34.0,40.8
Portugal,,86,19.0,22.8
Italy,Extra Dry,86,15.0,18.0
Spain,Shiraz - Cabernet - Monastrell,86,10.0,12.0
France,Rimage,86,26.0,31.2
France,Brut,86,10.0,12.0
Portugal,,86,26.0,31.2
Italy,Brut,86,15.0,18.0
US,Vineyard Select,86,75.0,90.0
Germany,Erbes Riesling Trocken Sekt,86,29.0,34.8
Spain,Chantal Brut Rosé,86,19.0,22.8
Chile,Bicicleta,86,12.0,14.399999999999999
France,Vieilles Vignes,86,16.0,19.2
US,Reserve,86,25.0,30.0
US,Blondie Rosé of,86,20.0,24.0
Chile,Boya,86,15.0,18.0
US,,86,11.0,13.2
US,,86,12.0,14.399999999999999
US,Rosé of,86,32.0,38.4
France,Collection,86,30.0,36.0
France,Laurent Dufouleur Cuvée Eléonore,86,30.0,36.0
Italy,Starderi,86,130.0,156.0
France,1620,86,13.0,15.6
France,Château de Pennautier,86,14.0,16.8
US,Mama Mia Estate Grown,86,24.0,28.799999999999997
Spain,Bruberry Blanc,86,27.0,32.4
US,Lizzy's Vineyard,86,32.0,38.4
Italy,Cichin Riserva,86,,
Italy,Castelvero Alasia,86,11.0,13.2
Spain,Rebel.lia,86,15.0,18.0
US,,86,13.0,15.6
France,Villa Blanche,86,15.0,18.0
US,The Expedition,86,16.0,19.2
France,Floréal,86,20.0,24.0
France,,86,15.0,18.0
France,,86,17.0,20.4
Spain,Alges,86,19.0,22.8
US,,86,33.0,39.6
France,Tradition,86,19.0,22.8
Chile,Reserva Estate Bottled,86,9.0,10.799999999999999
Spain,Roble,86,,
Spain,Macán Clásico,91,60.0,72.0
US,Consonance,91,39.0,46.8
US,Lot 599,91,29.0,34.8
France,,91,49.0,58.8
US,Vin D'Assemblage,91,39.0,46.8
Italy,Rocchettevino Riserva,91,85.0,102.0
US,Harrison Hill,91,90.0,108.0
Italy,Aithos Rosso,91,52.0,62.4
France,,91,40.0,48.0
US,,91,42.0,50.4
US,V.R. Special,91,60.0,72.0
US,Feral Evergreen Vineyard,91,20.0,24.0
US,Estate,91,95.0,114.0
US,Proprietor's Reserve,91,40.0,48.0
US,Patina Vineyard,91,23.0,27.599999999999998
US,Reserve,91,40.0,48.0
Spain,Expresión,91,75.0,90.0
US,,91,85.0,102.0
US,Arctos,91,43.0,51.6
US,Ursa,91,43.0,51.6
US,Founder's Blend,91,30.0,36.0
US,Triolet,91,30.0,36.0
US,,91,55.0,66.0
Austria,Guttenberg,91,23.0,27.599999999999998
France,,91,67.0,80.39999999999999
France,,91,30.0,36.0
France,La Croix de Bourseau,91,60.0,72.0
France,,91,17.0,20.4
US,Dry Rhysling,91,25.0,30.0
Austria,Grossriedenthaler Löss,91,18.0,21.599999999999998
Chile,Gran Reserva Estate Bottled,87,16.0,19.2
Italy,Ronco dei Ciliegi,87,,
Italy,Bron & Rusèval,87,20.0,24.0
France,,87,15.0,18.0
France,,87,12.0,14.399999999999999
France,,87,12.0,14.399999999999999
France,,87,,
France,,87,14.0,16.8
France,,87,,
France,Tradition,87,15.0,18.0
US,,87,28.0,33.6
US,Implico,87,32.0,38.4
Spain,,87,13.0,15.6
France,Abbaye Saint-Hilaire,87,,
France,,87,,
US,Old Vine,87,20.0,24.0
Spain,Crianza,87,15.0,18.0
Italy,,87,14.0,16.8
Italy,,87,18.0,21.599999999999998
Spain,,87,40.0,48.0
US,Red Wine Destiny Ridge Vineyards,87,40.0,48.0
Spain,,87,13.0,15.6
Italy,Colle alle Macchie,87,77.0,92.39999999999999
Spain,XII Subirat Parent,87,29.0,34.8
US,Big Wood,87,32.0,38.4
US,Copper Lily,87,13.0,15.6
Italy,Vigne,87,,
US,Gesture,87,35.0,42.0
Austria,Spiegel,87,42.0,50.4
Italy,Luna Selvatica,87,39.0,46.8
US,,85,19.0,22.8
Portugal,Imperial Reserve,85,18.0,21.599999999999998
France,,85,30.0,36.0
Portugal,Dona Antónia Reserva Tawny,85,20.0,24.0
Argentina,,85,19.0,22.8
Argentina,,85,13.0,15.6
France,Bin 168,85,10.0,12.0
Portugal,Reserve Tawny,85,18.0,21.599999999999998
US,1836,85,20.0,24.0
France,,85,10.0,12.0
Italy,,85,37.0,44.4
Turkey,,85,19.0,22.8
Portugal,Alto Lima,85,10.0,12.0
Portugal,Private Selection,85,23.0,27.599999999999998
Portugal,,85,9.0,10.799999999999999
France,,85,25.0,30.0
Portugal,Roupeiro-Antão Vaz,85,8.0,9.6
Portugal,Bridão Classico Branco,85,7.0,8.4
Portugal,Selection,85,8.0,9.6
Argentina,Una Seleccion de Ricardo Santos,85,20.0,24.0
France,,85,,
US,,85,40.0,48.0
Italy,Tera Mia Riserva,85,45.0,54.0
Australia,The Stump Jump,85,13.0,15.6
Argentina,1300,85,15.0,18.0
Argentina,,85,17.0,20.4
Argentina,,85,12.0,14.399999999999999
France,,88,23.0,27.599999999999998
France,Grand Vin,88,18.0,21.599999999999998
France,,88,13.0,15.6
France,,88,35.0,42.0
US,Finley Vineyard,88,35.0,42.0
France,,88,13.0,15.6
US,,88,25.0,30.0
US,,88,28.0,33.6
US,Yonder,88,38.0,45.6
US,Pearl,88,22.0,26.4
US,Vintner's Collection,88,14.0,16.8
Italy,Bussia,88,39.0,46.8
US,Kali Hart,88,23.0,27.599999999999998
France,Domaine Le Pive Gris,88,16.0,19.2
Italy,Paesi Tuoi,88,60.0,72.0
US,Hellenthal Vineyard,88,50.0,60.0
US,,88,40.0,48.0
France,Les Terroirs,88,15.0,18.0
US,Rosé of,88,20.0,24.0
US,Bianco,88,28.0,33.6
US,Estate,88,35.0,42.0
US,Estate Bottled,88,25.0,30.0
US,,88,37.0,44.4
US,Old Vine Estate Bottled,88,28.0,33.6
Spain,,88,16.0,19.2
US,,88,25.0,30.0
France,Belleruche,88,15.0,18.0
Italy,del Comune di Barolo,88,95.0,114.0
Austria,,88,13.0,15.6
US,Zabala Vineyard,88,20.0,24.0
Italy,,93,56.0,67.2
Italy,,93,90.0,108.0
US,Estate Grown,93,48.0,57.599999999999994
Italy,Val di Suga Riserva,93,,
Italy,Riserva,93,140.0,168.0
Italy,Riserva,93,80.0,96.0
France,,93,,
France,,93,,
Italy,Riserva,93,180.0,216.0
France,La Vigne d'Or Extra Brut,93,,
Italy,Le Chiuse di Sotto Riserva,93,105.0,126.0
US,Cheval Sauvage,93,60.0,72.0
US,Beckstoffer Dr. Crane Vineyard,93,125.0,150.0
Italy,Pian Bossolino Riserva,93,135.0,162.0
Spain,Gran Reserva,93,100.0,120.0
Italy,Phenomena Riserva,93,128.0,153.6
Italy,Riserva,93,125.0,150.0
Argentina,,93,130.0,156.0
Italy,Riserva,93,120.0,144.0
France,,93,,
France,,93,,
Italy,Riserva,93,110.0,132.0
Italy,Vigna Manapetra Riserva,93,58.0,69.6
Italy,Madonna Nera,92,,
US,Stiling Vineyard,87,50.0,60.0
US,,87,22.0,26.4
South Africa,,87,10.0,12.0
Chile,Clava Coastal Reserve,87,12.0,14.399999999999999
US,Bullhorn Creek Vineyard,87,20.0,24.0
US,Stephanie's Cuvée,87,23.0,27.599999999999998
US,Coombsville Cuvée,87,32.0,38.4
US,Pegasus,87,67.0,80.39999999999999
France,Tradition,87,20.0,24.0
South Africa,,87,29.0,34.8
US,,87,15.0,18.0
Greece,Metoxi Chromitsa Limnio-Cabernet Sauvignon,87,22.0,26.4
Greece,Limnio-Merlot,87,8.0,9.6
Italy,Del Pozzo Buono,87,15.0,18.0
France,Hengst Grand Cru,87,33.0,39.6
US,,87,17.0,20.4
France,,87,14.0,16.8
US,Old Vines,87,16.0,19.2
Italy,Riparosso,87,15.0,18.0
US,,87,45.0,54.0
US,,87,20.0,24.0
US,,87,36.0,43.199999999999996
US,Estate Grown,87,28.0,33.6
Italy,Nero di Vite,87,40.0,48.0
US,Dutton Ranch,87,44.0,52.8
US,,87,,
US,Reserve,86,65.0,78.0
US,Lawer Family Betsy's Vineyard,86,26.0,31.2
Italy,Rosso Bello,86,14.0,16.8
Italy,Lucrezia,86,14.0,16.8
Spain,,86,25.0,30.0
France,,86,13.0,15.6
Greece,Vin de Crete,86,11.0,13.2
US,,86,16.0,19.2
Spain,Sandara,86,8.0,9.6
France,Natural,86,15.0,18.0
France,Domaine le Pive Gris,86,16.0,19.2
France,Domaine le Pive Vie de Bohème,86,30.0,36.0
US,Estate,86,26.0,31.2
France,,86,20.0,24.0
US,Dry,86,16.0,19.2
Chile,Duette,86,20.0,24.0
Portugal,Vila Santa Loios Tinto,86,9.0,10.799999999999999
France,Château d'Ouilly,86,15.0,18.0
France,Tradition,86,19.0,22.8
US,,86,28.0,33.6
Italy,Molino del Piano,86,26.0,31.2
US,Ca' Secco,86,15.0,18.0
Portugal,,86,14.0,16.8
Portugal,Credencial,86,10.0,12.0
Portugal,Castello d'Alba Colheita Branco,86,10.0,12.0
US,,86,10.0,12.0
US,Crémant Demi-Sec,86,40.0,48.0
US,,86,13.0,15.6
Portugal,Casa Américo,86,,
US,Rose of,86,21.0,25.2
France,Lily Pad White,86,13.0,15.6
Chile,Tectonia,86,,
Spain,Cuerno,86,30.0,36.0
Chile,Reserva,86,14.0,16.8
US,Unoaked,88,19.0,22.8
Chile,,88,57.0,68.39999999999999
Italy,,88,21.0,25.2
Chile,Lot 8,88,40.0,48.0
Italy,Critone,88,15.0,18.0
US,5 Blocks Wren and Temperance Hill,88,25.0,30.0
Italy,Maurus,88,45.0,54.0
Germany,Blanc de Noir,88,14.0,16.8
Chile,,88,20.0,24.0
Germany,Dürkheimer,88,27.0,32.4
Portugal,Mar da Palha,88,20.0,24.0
US,Barricia Single Vineyard,88,35.0,42.0
Australia,,88,17.0,20.4
Spain,Masdeu,88,125.0,150.0
Italy,Lago di Caldaro Classico Superiore De Silva PeterLeiter,88,12.0,14.399999999999999
US,La Cuillère Member's Reserve,88,55.0,66.0
Italy,Hexenbichler,88,15.0,18.0
Italy,Auge Riserva,88,21.0,25.2
US,Marylhurst Estate,88,36.0,43.199999999999996
Portugal,Companhia das Lezírias Tyto Alba Vinhas Protegidas,88,20.0,24.0
Portugal,Dory Colheita Branco,88,13.0,15.6
Italy,Phases,88,12.0,14.399999999999999
US,,88,15.0,18.0
US,,88,29.0,34.8
Italy,,88,20.0,24.0
Germany,Schwarzer Adler,88,25.0,30.0
US,,88,42.0,50.4
US,,88,18.0,21.599999999999998
Spain,Predicat,88,20.0,24.0
Spain,Roble,88,10.0,12.0
Australia,Bridgewater Mill,88,15.0,18.0
US,Semillon-Sauvignon Blanc,88,18.0,21.599999999999998
US,,88,27.0,32.4
US,,88,25.0,30.0
US,,88,9.0,10.799999999999999
US,Dry White,88,22.0,26.4
US,Peterson Vineyard,88,18.0,21.599999999999998
US,,88,20.0,24.0
US,Dutton Ranch,88,22.0,26.4
US,,88,28.0,33.6
US,Reserve,88,24.0,28.799999999999997
US,Vin Doux Viognier Kay,88,30.0,36.0
Spain,Dominio de Valdepusa,88,30.0,36.0
US,Winemaker's Series,88,10.0,12.0
US,,88,35.0,42.0
US,,88,32.0,38.4
US,West Side,88,25.0,30.0
US,,88,8.0,9.6
Spain,Gran Reserva,88,25.0,30.0
US,Mare Nectaris Reserve,88,34.0,40.8
Australia,Bin 128,88,24.0,28.799999999999997
US,,88,32.0,38.4
Austria,,88,26.0,31.2
US,Dry,88,6.0,7.199999999999999
Australia,,88,27.0,32.4
US,,87,29.0,34.8
Spain,Classico,87,10.0,12.0
US,Aquarius Ranch,87,21.0,25.2
US,,87,20.0,24.0
US,Collage - Zinfandel/Shiraz,87,9.0,10.799999999999999
US,Le Reflexion,81,48.0,57.599999999999994
US,Reserve,81,10.0,12.0
Argentina,Finca Rosa,81,11.0,13.2
US,Scopire,80,45.0,54.0
US,,80,23.0,27.599999999999998
France,,97,2000.0,2400.0
US,Flat Rock Ranch,96,105.0,126.0
US,Estate Vineyard,96,80.0,96.0
US,Doña Margarita Vineyard Chico's Run Unfiltered,96,55.0,66.0
France,,96,480.0,576.0
France,,96,496.0,595.1999999999999
US,Whistler Vineyard,95,52.0,62.4
France,,95,295.0,354.0
Portugal,Rubrica,95,40.0,48.0
France,Le Cèdre,95,68.0,81.6
Italy,La Rocca,95,31.0,37.199999999999996
France,Comtes de Champagne Blanc de Blancs Brut,95,170.0,204.0
France,,95,262.0,314.4
Italy,Sanct Valentin,94,40.0,48.0
US,Kinneybrook Vineyard,84,17.0,20.4
Spain,,84,9.0,10.799999999999999
US,Fox in the Hen House,84,60.0,72.0
US,Truly Madly Deeply,84,13.0,15.6
US,Estate Grown,84,20.0,24.0
US,,84,11.0,13.2
US,,84,14.0,16.8
Italy,Guarniente,84,12.0,14.399999999999999
US,,84,12.0,14.399999999999999
US,,84,28.0,33.6
US,Forgotten Vines,84,36.0,43.199999999999996
US,This is Eleven,84,16.0,19.2
US,Estate Grown,84,18.0,21.599999999999998
France,,84,15.0,18.0
France,,84,23.0,27.599999999999998
Spain,Sorbo a Sorbo Old Vines,84,10.0,12.0
US,Ranger Reserve,84,30.0,36.0
US,,84,13.0,15.6
Spain,Inspiración,83,40.0,48.0
Argentina,Organica Made with Organic Grapes,83,11.0,13.2
Argentina,Reserve,83,10.0,12.0
Argentina,Altosur,83,10.0,12.0
Spain,Reserva,91,20.0,24.0
Spain,Montgarnatx,91,43.0,51.6
France,Les Griottes,91,16.0,19.2
US,,91,45.0,54.0
Spain,Vendimia Seleccionada,91,28.0,33.6
France,,91,25.0,30.0
US,,91,34.0,40.8
US,Vittorio's Vineyard,91,44.0,52.8
Spain,Embruix,91,25.0,30.0
Austria,Rabenstein,91,29.0,34.8
US,Estate,91,19.0,22.8
Italy,Nectar Dei,91,65.0,78.0
Spain,,91,50.0,60.0
US,The Triple Play,91,35.0,42.0
Spain,Sirsell,91,30.0,36.0
US,Kairos Vineyard,91,55.0,66.0
US,Four Sisters Vineyard,91,38.0,45.6
Austria,Steinagrund Lagenreserve,91,,
US,Lia's Vineyard Jory Slope,91,20.0,24.0
Spain,,91,24.0,28.799999999999997
US,,85,40.0,48.0
Spain,Flos de Pinoso Made With Organic Grapes,85,13.0,15.6
US,St. Peter's Church Selection,85,32.0,38.4
Italy,,85,16.0,19.2
US,Pinnacle,85,24.0,28.799999999999997
Israel,Kosher,85,18.0,21.599999999999998
US,Ingle Vineyard,85,15.0,18.0
US,,85,16.0,19.2
US,Proprietor's Reserve,85,27.0,32.4
US,Synergy,85,25.0,30.0
Spain,Mesache Blanco,85,11.0,13.2
US,Sunbreak,85,17.0,20.4
US,,85,15.0,18.0
Spain,Old Vines Crianza,85,16.0,19.2
Italy,MorAle,85,10.0,12.0
Israel,Reserve Kosher,85,25.0,30.0
US,Estate,86,22.0,26.4
US,,86,31.0,37.199999999999996
US,Tri,86,29.0,34.8
Chile,,86,14.0,16.8
Chile,Reserva Estate Grown,86,11.0,13.2
US,Cheval Sauvage,86,60.0,72.0
US,Unbridled,86,35.0,42.0
US,,86,30.0,36.0
Chile,Casa Grand Selection,86,12.0,14.399999999999999
Chile,Coast Cool Climate,86,17.0,20.4
US,,86,11.0,13.2
US,,86,24.0,28.799999999999997
US,,86,30.0,36.0
US,,86,22.0,26.4
Israel,,86,28.0,33.6
Austria,,86,14.0,16.8
France,,86,12.0,14.399999999999999
France,,86,11.0,13.2
Australia,Split River,86,10.0,12.0
Chile,Hacienda Araucano Clos de Lolol,86,24.0,28.799999999999997
Chile,Hacienda Araucano Reserva,86,13.0,15.6
Austria,Classic,86,19.0,22.8
Chile,Sepia Reserva,86,12.0,14.399999999999999
Austria,,86,17.0,20.4
France,Benjamin de Vieux Château Gaubert,86,18.0,21.599999999999998
Italy,Cerretello,88,15.0,18.0
Italy,Argirio,88,27.0,32.4
Italy,Riserva,88,90.0,108.0
Italy,,88,50.0,60.0
Italy,Locorosso,88,15.0,18.0
US,,88,25.0,30.0
Italy,Maremmino,88,13.0,15.6
US,Dark,88,11.0,13.2
Spain,Gotes del Montsant,88,23.0,27.599999999999998
Italy,Riserva,88,45.0,54.0
US,Yin-Yang,88,22.0,26.4
US,Home Ranch,88,30.0,36.0
US,Evolution,88,20.0,24.0
US,Domaine Danielle Laurent,88,55.0,66.0
US,Domaine Danielle Laurent,88,55.0,66.0
Italy,,88,40.0,48.0
Italy,Salterio,88,23.0,27.599999999999998
Italy,,88,70.0,84.0
Spain,Reserva,88,20.0,24.0
Spain,Sobre Lias,88,20.0,24.0
US,,88,40.0,48.0
US,Barrel Select,88,24.0,28.799999999999997
US,Dona Margarita Vineyard,88,58.0,69.6
US,Estate,88,19.0,22.8
US,Las Madres Vineyard Whole Cluster,88,39.0,46.8
Italy,Taneto,88,25.0,30.0
US,Sierra Mar Vineyard,88,55.0,66.0
Italy,Prugnolo,88,25.0,30.0
Italy,Ruit Hora,88,30.0,36.0
Italy,,88,36.0,43.199999999999996
Australia,Gaia,90,52.0,62.4
US,Grand Cuvée,90,40.0,48.0
Argentina,,90,11.0,13.2
Australia,,90,17.0,20.4
US,E. Passalacqua Heritage Estate,90,32.0,38.4
US,,90,40.0,48.0
France,Montmains Premier Cru,90,40.0,48.0
France,Domaine Long-Depaquit Les Bougnons Premier Cru,90,,
Australia,Frank Potts Red Wine,90,27.0,32.4
US,Reserve,90,60.0,72.0
US,,90,24.0,28.799999999999997
US,Genevieve Vineyard,90,35.0,42.0
France,Fourchaume Vieilles Vignes Premier Cru,90,36.0,43.199999999999996
France,Mont-de-Milieu Premier Cru,90,30.0,36.0
Australia,,90,30.0,36.0
France,Fourchaume Premier Cru,90,45.0,54.0
Australia,,90,22.0,26.4
US,Estate,90,20.0,24.0
US,Block 24,90,31.0,37.199999999999996
Spain,Manzanilla,90,10.0,12.0
Argentina,Maipu Vineyards,89,12.0,14.399999999999999
US,Dierberg Vineyard,91,60.0,72.0
Italy,Essenze,91,50.0,60.0
US,Trisae,91,36.0,43.199999999999996
France,Sélection Silex,91,25.0,30.0
Australia,The Visionary Limited Release,91,180.0,216.0
US,Alder Springs Vineyard,91,200.0,240.0
US,Reserve,91,26.0,31.2
US,Signature Collection,91,17.0,20.4
US,Reserve du Domaine,91,40.0,48.0
US,,91,20.0,24.0
Italy,Arborina,91,50.0,60.0
US,Por Vida,91,45.0,54.0
France,Anciennes Vignes,91,26.0,31.2
US,Fe Ciega Vineyard Block M,90,55.0,66.0
Italy,Margheria,90,56.0,67.2
US,Reserve,90,37.0,44.4
Spain,Venta la Ossa,90,21.0,25.2
US,Don Miguel Vineyard La Masía Unfiltered,90,44.0,52.8
US,Rosé,90,18.0,21.599999999999998
Italy,,90,35.0,42.0
US,Copper,90,16.0,19.2
Argentina,Kinien,90,50.0,60.0
US,Muns Vineyard,90,45.0,54.0
US,Virtú,90,30.0,36.0
US,Reserve,84,20.0,24.0
Chile,Canto de Piedra Reserva,84,13.0,15.6
US,Tracie's Barrel Fermented,84,15.0,18.0
Chile,Limited Edition,84,16.0,19.2
New Zealand,,84,19.0,22.8
Chile,Estate Bottled Reserva,84,14.0,16.8
Chile,Clava Reserve,84,12.0,14.399999999999999
Chile,Lot #34 Dry Farmed Old Vine,84,33.0,39.6
US,Dry,84,17.0,20.4
Spain,Joven,84,13.0,15.6
US,Dry,84,15.0,18.0
US,Barrel Fermented,84,17.0,20.4
Chile,,84,12.0,14.399999999999999
Chile,Casa Grand Selection,84,12.0,14.399999999999999
Chile,Casillero del Diablo Reserva,84,11.0,13.2
France,Le Buissy,84,,
Chile,Calicanto,84,16.0,19.2
Italy,,84,28.0,33.6
France,,84,,
France,Les Combes,84,,
Chile,Selection,84,9.0,10.799999999999999
Chile,Reserva,84,9.0,10.799999999999999
France,,84,15.0,18.0
France,Tradition de Campuget,84,12.0,14.399999999999999
France,Chevalier Famaey,84,12.0,14.399999999999999
Portugal,Cabriz Colheita Seleccionada Branco,85,10.0,12.0
Portugal,Pedras do Monte,85,9.0,10.799999999999999
France,,85,,
US,Quaker Run,85,28.0,33.6
Argentina,Padrillos,85,12.0,14.399999999999999
Argentina,Estate,85,24.0,28.799999999999997
Portugal,Branco,85,19.0,22.8
Argentina,Piedra Negra Alta Colección,85,11.0,13.2
Portugal,Fonte da Serrana Branco,85,,
Portugal,,85,,
Portugal,,85,,
US,Big Bad Zin,85,13.0,15.6
Portugal,Vera Branco,85,12.0,14.399999999999999
Portugal,Oscar's Branco,85,12.0,14.399999999999999
Portugal,Colheita,85,10.0,12.0
Portugal,Dom Diogo Colheita Seleccionada,85,15.0,18.0
Argentina,,85,12.0,14.399999999999999
US,,85,24.0,28.799999999999997
France,,85,,
Portugal,Companhia das Lezirias Samora Branco,85,11.0,13.2
US,Dancing Egg Dry,85,25.0,30.0
Italy,Orion,85,10.0,12.0
US,Estate,85,24.0,28.799999999999997
US,,85,30.0,36.0
Portugal,Coudel Mor Classico,85,7.0,8.4
France,Solal,85,18.0,21.599999999999998
Portugal,,85,,
Portugal,Cape Roca Fisherman,85,,
France,Vieilles Vignes,85,30.0,36.0
Portugal,Paxis Branco,85,9.0,10.799999999999999
France,,92,85.0,102.0
US,Bordo,92,20.0,24.0
US,Fonte,92,36.0,43.199999999999996
Italy,Granato,92,72.0,86.39999999999999
France,La Forge,92,80.0,96.0
US,Sonoma Brut,92,22.0,26.4
US,Gowan Creek Vineyard,92,82.0,98.39999999999999
France,,92,,
US,Bacchus Vineyard,92,30.0,36.0
France,,92,30.0,36.0
France,Rosenberg,92,30.0,36.0
France,Fronholz,92,57.0,68.39999999999999
US,Rodney's Vineyard,92,32.0,38.4
France,Cuvée 1610,92,38.0,45.6
France,L´Excellence,92,45.0,54.0
Hungary,Mylitta,92,40.0,48.0
France,Les Argillières Premier Cru,92,,
US,Reserve,92,45.0,54.0
US,,92,38.0,45.6
US,,92,30.0,36.0
US,,92,29.0,34.8
US,Estate,92,35.0,42.0
France,,92,153.0,183.6
Chile,Aluvion Ensamblaje,92,26.0,31.2
US,Lawrence Vineyards,92,30.0,36.0
US,Old Scratch,92,28.0,33.6
France,Herrenreben,92,25.0,30.0
France,Premier Cru,92,45.0,54.0
US,Best Barrel Blend,92,42.0,50.4
US,,92,44.0,52.8
Portugal,Vintage,93,,
France,Le Clos des Fées,93,75.0,90.0
Italy,Riserva Fondatori,93,80.0,96.0
US,S&J Vineyard Reserve,93,65.0,78.0
US,Memento,93,110.0,132.0
US,Les Collines Vineyard,93,34.0,40.8
Italy,Vigneti di Osan,93,70.0,84.0
US,Collaboration Series III Ciel du Cheval Vineyard,93,58.0,69.6
US,Buckeye Vineyard,93,85.0,102.0
US,,93,50.0,60.0
US,,93,64.0,76.8
Austria,Beerenauslese,93,34.0,40.8
US,Seven Hills Vineyard,93,35.0,42.0
US,Ruckus,93,48.0,57.599999999999994
US,JTW Reserve Port,93,16.0,19.2
France,Clos de Thorey Premier Cru,93,75.0,90.0
France,Grand Vin,93,35.0,42.0
Austria,Ruster Ausbruch,93,,
France,Hugo,93,60.0,72.0
US,Signal Ridge Vineyard Dragonfly Block,93,34.0,40.8
France,Clos Triguedina The New Black Wine,93,50.0,60.0
Italy,Alte d'Altesi,90,40.0,48.0
US,Clara's Vineyard,90,85.0,102.0
US,,90,50.0,60.0
US,River West Vineyard,90,25.0,30.0
France,,90,22.0,26.4
US,Toasted Rope,90,44.0,52.8
US,,90,35.0,42.0
US,,90,18.0,21.599999999999998
France,Domaine des Rosiers,90,24.0,28.799999999999997
Austria,Steinbügel,90,39.0,46.8
Austria,Vitikult,90,27.0,32.4
US,Lion Tamer,90,40.0,48.0
US,Estates Los Osos,90,15.0,18.0
Italy,Campo di Marzo,90,25.0,30.0
US,Hayne Vineyard,90,75.0,90.0
France,La Divine,90,90.0,108.0
US,Benchland Series,90,55.0,66.0
France,La Dame Rousse,90,26.0,31.2
France,Eicelènci,90,60.0,72.0
US,,90,50.0,60.0
New Zealand,Jane Hunter,89,15.0,18.0
US,Vintner's Reserve,89,17.0,20.4
Italy,Rosso,89,32.0,38.4
France,,89,34.0,40.8
Italy,Poggio al Granchio,89,99.0,118.8
US,Potelle Two,89,65.0,78.0
Italy,Camboi,89,78.0,93.6
France,,89,18.0,21.599999999999998
Chile,Founder's Selection,89,40.0,48.0
